previous_day_admission_adult_covid_confirmed,total_adult_patients_hospitalized_confirmed_covid,staffed_icu_adult_patients_confirmed_covid,previous_day_admission_adult_covid_confirmed_coverage,total_adult_patients_hospitalized_confirmed_covid_coverage,staffed_icu_adult_patients_confirmed_covid_coverage,state_and_date,date,state,inIcuCurrently,onVentilatorCurrently,TotalDeaths
61,634,166,104,99,99,VA20201012,20201012,VA,205,92,3361
,,,0,0,0,AR20200313,,,,,
14,63,18,47,23,22,MT20200822,20200822,MT,nan,,90
64,255,74,121,121,121,IA20200811,20200811,IA,72,25,940
,,,0,0,0,WV20200401,20200401,WV,nan,,2
5,31,11,25,24,23,AK20200826,20200826,AK,nan,6,37
,121,,0,26,0,CA20200510,20200510,CA,1097,,2745
,,,0,0,0,MI20200508,20200508,MI,683,539,4393
,,,0,0,0,ID20200621,20200621,ID,12,,89
,158,,0,28,0,CA20200427,20200427,CA,1185,,1755
13,130,36,64,62,60,OR20201019,20201019,OR,35,14,628
,135,,0,31,0,NV20200419,20200419,NV,184,132,166
,,,0,0,0,WA20200424,20200424,WA,192,,723
,,,0,0,0,IL20200323,20200323,IL,nan,,12
20,201,41,49,49,49,ND20201018,20201018,ND,31,,404
79,623,115,127,134,117,NY20200807,20200807,NY,139,66,25190
,82,,0,14,0,CA20200615,20200615,CA,1053,,5089
,,,0,0,0,MI20200309,,,,,
,,,0,0,0,OR20200403,20200403,OR,nan,,22
,,,0,0,0,GA20200507,20200507,GA,nan,,1348
,,,0,0,0,PR20200602,,,,,
99,892,278,209,194,189,OH20200820,20200820,OH,293,169,3929
49,340,69,67,67,67,MT20201018,20201018,MT,nan,,241
134,1101,296,108,108,108,VA20201120,20201120,VA,318,133,3912
,,,0,0,0,WV20200615,20200615,WV,8,3,88
,,,0,0,0,OH20200403,20200403,OH,nan,,91
68,594,105,127,134,117,NY20200808,20200808,NY,133,64,25195
26,164,26,67,69,65,MA20200717,20200717,MA,76,34,8402
0,,,1,0,0,GA20200713,20200713,GA,nan,,3026
96,951,256,81,77,75,SC20200819,20200819,SC,293,164,2248
,,,0,0,0,WI20200705,20200705,WI,65,,796
187,1034,305,114,114,114,AL20201028,20201028,AL,nan,,2911
596,6265,1595,258,256,254,FL20200815,20200815,FL,nan,,9345
,,,0,0,0,MA20200608,20200608,MA,322,209,7353
601,496,167,114,109,106,KY20201005,20201005,KY,145,,1214
,,,0,0,0,VA20200428,20200428,VA,376,217,492
,,,0,0,0,VA20200411,20200411,VA,nan,,130
386,2188,567,225,224,224,OH20201107,20201107,OH,575,283,5506
0,0,0,1,1,1,RI20200703,20200703,RI,9,7,960
,,,0,0,0,AR20200402,20200402,AR,nan,23,12
,,,0,0,0,OR20200313,,,,,
,,,0,0,0,WY20200323,20200323,WY,nan,,
,272,,0,45,0,NV20200413,20200413,NV,190,135,131
31,156,29,63,60,51,SD20200928,20200928,SD,nan,,218
76,450,143,63,63,63,WV20201121,20201121,WV,121,54,658
63,289,103,78,74,72,CO20200724,20200724,CO,nan,,1790
6,85,10,13,13,13,RI20200811,20200811,RI,9,2,1016
6,41,10,14,15,13,MT20200719,20200719,MT,nan,,37
1019,6796,1891,580,580,580,TX20201110,20201110,TX,nan,,18863
,,,0,0,0,CT20200408,20200408,CT,nan,,335
586,4256,1111,385,383,383,CA20201116,20201116,CA,1031,,18263
,,,0,0,0,LA20200329,20200329,LA,nan,380,151
1,0,0,3,2,2,PR20200721,,,,,
,,,0,0,0,OR20200402,20200402,OR,nan,,21
41,576,,111,111,0,LA20200505,20200505,LA,nan,194,2042
,,,0,0,0,IL20200705,20200705,IL,304,165,7020
,,,0,0,0,NM20200402,20200402,NM,nan,,7
1,2,1,8,8,8,VT20200731,20200731,VT,nan,,57
,,,0,0,0,SD20200525,20200525,SD,nan,,50
,,,0,0,0,PR20200619,,,,,
135,342,135,95,95,93,KY20200803,20200803,KY,136,,744
22,158,54,63,63,63,WV20200828,20200828,WV,50,23,202
15,63,11,15,19,16,MT20200721,20200721,MT,nan,,40
18,180,30,47,48,47,ND20201004,20201004,ND,21,,274
,,,0,0,0,MD20200523,20200523,MD,524,,2130
13,222,25,14,14,14,RI20201109,20201109,RI,27,17,1233
,,,0,0,0,MN20200418,20200418,MN,111,,121
,,,0,0,0,TN20200421,20200421,TN,nan,,157
152,1134,287,212,207,203,PA20201020,20201020,PA,nan,94,8533
49,285,92,94,85,77,AZ20200929,20200929,AZ,119,64,5632
236,1314,411,159,150,144,GA20201003,20201003,GA,nan,,7134
,,,0,0,0,MD20200628,20200628,MD,158,,3042
167,1010,234,140,140,140,MN20201104,20201104,MN,203,,2530
,,,0,0,0,OR20200331,20200331,OR,nan,,18
,,,0,0,0,KS20200524,20200524,KS,2,12,185
,,,0,0,0,ND20200611,20200611,ND,nan,,74
69,621,184,104,99,99,VA20201013,20201013,VA,200,98,3372
,,,0,0,0,KY20200421,20200421,KY,nan,,171
,303,,0,48,0,NV20200410,20200410,NV,240,178,119
,,,0,0,0,OR20200606,20200606,OR,24,11,161
,,,0,0,0,AL20200316,,,,,
,,,0,0,0,NV20200323,20200323,NV,nan,,8
,,,0,0,0,WV20200417,20200417,WV,40,27,16
163,1173,243,140,140,140,MN20201108,20201108,MN,230,,2656
,,,0,0,0,NJ20200412,20200412,NJ,2044,1611,2350
16,140,29,15,15,15,DE20201104,20201104,DE,28,,712
,,,0,0,0,NM20200512,20200512,NM,nan,,219
,,,0,0,0,OH20200609,20200609,OH,235,152,2421
,2,,0,25,0,OK20200514,20200514,OK,68,,284
78,489,209,121,137,117,OK20200817,20200817,OK,232,,665
3,13,6,30,28,28,NH20200816,20200816,NH,nan,,423
,5,,0,32,0,OK20200614,20200614,OK,51,,359
23,104,21,13,13,10,DC20200805,20200805,DC,21,13,587
,,,0,0,0,VA20200714,20200714,VA,249,112,1977
33,268,75,81,77,64,KS20200725,20200725,KS,69,26,326
3,10,4,2,2,2,VI20200826,,,,,
168,1430,364,220,219,217,PA20201028,20201028,PA,nan,114,8718
3,32,10,25,25,23,AK20200824,20200824,AK,nan,8,32
,,,0,0,0,MD20200422,20200422,MD,527,,631
133,1165,251,126,126,126,IA20201128,20201128,IA,235,151,2360
2,2,2,2,2,2,VI20200719,,,,,
,,,0,0,0,IL20200711,20200711,IL,321,139,7168
439,1995,534,164,164,164,GA20201124,20201124,GA,nan,,8648
21,101,,18,23,0,AZ20200505,20200505,AZ,303,185,395
98,733,170,87,87,87,SC20201125,20201125,SC,227,108,4346
17,136,36,63,63,62,OR20201024,20201024,OR,40,19,649
41,232,54,67,66,66,MT20201008,20201008,MT,nan,,197
58,541,,100,100,0,LA20200429,20200429,LA,nan,244,1802
1,1,0,17,17,17,VT20201023,20201023,VT,nan,,58
91,440,130,130,132,131,WI20200810,20200810,WI,119,,998
,,,0,0,0,NJ20200618,20200618,NJ,281,231,12800
,,,0,0,0,WY20200413,20200413,WY,nan,,1
,,,0,0,0,AL20200419,20200419,AL,nan,,160
0,0,0,2,2,2,VI20201127,,,,,
,,,0,0,0,DC20200609,20200609,DC,89,59,495
,,,0,0,0,SC20200708,20200708,SC,nan,,876
0,1,0,1,1,1,MS20200617,20200617,MS,161,100,938
157,900,354,114,116,112,NC20200801,20200801,NC,349,,1964
,,,0,0,0,AK20200506,20200506,AK,nan,,10
,,,0,0,0,IL20200514,20200514,IL,1132,689,3928
243,1901,326,94,94,94,NJ20201114,20201114,NJ,397,135,14747
,,,0,0,0,OR20200315,,,,,
,,,0,0,0,SC20200620,20200620,SC,nan,,644
117,1169,338,126,125,125,NC20201026,20201026,NC,332,,4170
,16,,0,43,0,OK20200711,20200711,OK,169,,421
,,,0,0,0,CT20200425,20200425,CT,nan,,1862
,,,0,0,0,WY20200606,20200606,WY,nan,,17
,,,0,0,0,PR20200630,,,,,
52,390,104,84,104,94,PA20200716,20200716,PA,nan,90,6973
,,,0,0,0,MN20200330,20200330,MN,24,,10
0,2,0,1,1,1,NY20200522,20200522,NY,1581,1175,23195
46,279,73,50,50,50,ID20201102,20201102,ID,77,,632
,,,0,0,0,OH20200422,20200422,OH,524,363,610
,,,0,0,0,WV20200408,20200408,WV,nan,,4
,,,0,0,0,AR20200424,20200424,AR,nan,25,47
192,1292,323,196,182,162,IL20201013,20201013,IL,406,160,9026
111,851,288,127,122,120,NC20201005,20201005,NC,274,,3637
,,,0,0,0,MN20200526,20200526,MN,258,,899
,,,0,0,0,IN20200515,20200515,IN,492,214,1550
56,1025,170,192,212,212,LA20201004,20201004,LA,nan,68,5387
,,,0,0,0,AZ20200401,20200401,AZ,nan,,29
0,52,5,27,26,26,WY20200716,20200716,WY,nan,,24
222,1062,273,214,208,206,OH20201014,20201014,OH,268,140,5033
,,,0,0,0,IN20200701,20200701,IN,233,103,2456
140,977,218,100,100,100,NE20201120,20201120,NE,nan,,897
,,,0,0,0,OH20200706,20200706,OH,267,140,2927
,,,0,0,0,AL20200511,20200511,AL,nan,,403
183,1508,375,222,221,221,PA20201031,20201031,PA,nan,120,8812
7,116,35,25,44,45,OR20200722,20200722,OR,48,28,271
0,0,0,1,1,1,RI20200624,20200624,RI,20,16,912
,,,0,0,0,PR20200430,,,,,
3,27,9,23,20,17,AK20201002,20201002,AK,nan,6,57
86,1657,481,64,101,101,AL20200802,20200802,AL,nan,,1576
,,,0,0,0,DC20200527,20200527,DC,113,76,445
,,,0,0,0,OR20200317,,,,,
26,207,72,55,51,44,UT20200929,20200929,UT,71,,457
853,5777,1661,584,584,584,TX20201031,20201031,TX,nan,,18024
3,13,7,37,34,33,ME20200930,20200930,ME,7,1,141
,,,0,0,0,FL20200708,20200708,FL,nan,,3889
,,,0,0,0,WI20200414,20200414,WI,161,,170
0,1,0,7,8,8,VT20200727,20200727,VT,nan,,56
,,,0,0,0,WV20200711,20200711,WV,14,7,96
,,,0,0,0,IL20200626,20200626,IL,400,225,6847
227,1419,314,53,53,53,MD20201124,20201124,MD,314,,4325
,,,0,0,0,DC20200504,20200504,DC,nan,,258
95,581,213,92,92,92,AR20201103,20201103,AR,nan,121,2003
,,0,0,0,13,AK20200624,20200624,AK,nan,2,12
,,,0,0,0,OR20200523,20200523,OR,23,12,147
20,193,21,15,15,15,RI20201123,20201123,RI,30,14,1309
23,215,46,33,31,31,CT20201019,20201019,CT,nan,,4554
51,324,80,51,51,51,ID20201107,20201107,ID,72,,683
,,,0,0,0,WA20200324,20200324,WA,nan,,123
161,350,150,97,97,94,KY20200730,20200730,KY,110,,731
32,166,70,52,50,50,NM20201017,20201017,NM,nan,,929
,,,0,0,0,MA20200417,20200417,MA,987,,1404
,7,,0,25,0,OK20200427,20200427,OK,71,,197
,,,0,0,0,AR20200314,,,,,
241,333,56,66,66,66,PR20201029,,,,,
217,1659,434,200,200,200,PA20201102,20201102,PA,nan,124,8823
24,168,28,16,16,16,DE20201114,20201114,DE,23,,736
,,,0,0,0,SC20200629,20200629,SC,nan,,717
0,0,0,1,1,1,RI20200505,20200505,RI,89,62,355
48,635,,105,105,0,LA20200423,20200423,LA,nan,274,1540
,,,0,0,0,NC20200627,20200627,NC,284,,1312
87,700,141,94,94,94,NJ20201023,20201023,NJ,171,72,14484
16,112,34,71,71,68,NE20200811,20200811,NE,nan,,351
,,,0,0,0,MS20200713,20200713,MS,208,110,1250
,,,0,0,0,DE20200703,20200703,DE,13,,512
78,559,126,122,122,122,IA20201026,20201026,IA,128,46,1648
669,5147,1120,201,201,201,IL20201125,20201125,IL,1208,679,11832
0,3,0,1,1,1,NY20200608,20200608,NY,678,428,24299
649,3604,879,204,204,204,OH20201117,20201117,OH,897,441,5722
44,380,123,130,129,129,MN20201004,20201004,MN,120,,2080
245,1769,375,140,140,140,MN20201118,20201118,MN,355,,3010
,,,0,0,0,IA20200306,,,,,
505,3341,709,199,199,199,IL20201106,20201106,IL,786,339,10079
,,,0,0,0,NC20200705,20200705,NC,264,,1396
,,,0,0,0,OH20200712,20200712,OH,289,154,3058
0,0,0,1,1,1,NY20200430,20200430,NY,3769,3075,18321
,,,0,0,0,CA20200308,,,,,
,,,0,0,0,PR20200522,,,,,
31,260,82,123,123,123,IA20200803,20200803,IA,75,32,884
3,98,9,15,15,15,RI20200929,20200929,RI,8,5,1113
,,,0,0,0,CO20200317,20200317,CO,nan,,2
,117,,0,17,0,CA20200625,20200625,CA,1306,,5733
19,184,32,31,31,31,WY20201115,20201115,WY,nan,,144
83,776,236,61,61,60,NV20200803,20200803,NV,326,207,847
40,347,108,96,94,91,NE20201018,20201018,NE,nan,,548
85,62,26,48,45,44,NM20200824,20200824,NM,nan,,747
,,,0,0,0,WY20200422,20200422,WY,nan,,6
,,,0,0,0,KS20200322,20200322,KS,0,0,2
0,0,0,1,1,1,ME20200705,20200705,ME,9,3,109
5,12,7,28,29,29,ME20200731,20200731,ME,7,2,123
54,596,163,35,47,46,MD20200724,20200724,MD,143,,3293
,,,0,0,0,MI20200602,20200602,MI,328,224,5553
,,,0,0,0,MT20200616,20200616,MT,nan,,19
,,,0,0,0,AL20200423,20200423,AL,nan,,197
4,23,4,20,8,7,HI20200718,20200718,HI,nan,,24
22,248,68,101,82,71,WA20200926,20200926,WA,nan,31,2100
,,,0,0,0,DC20200329,20200329,DC,nan,,5
,,,0,0,0,MT20200531,20200531,MT,nan,,17
110,801,185,140,140,140,MN20201030,20201030,MN,176,,2437
,,,0,0,0,OR20200511,20200511,OR,16,15,130
,,,0,0,0,AZ20200423,20200423,AZ,305,201,249
,,,0,0,0,NM20200617,20200617,NM,nan,,452
,,,0,0,0,ID20200702,20200702,ID,17,,92
481,3130,729,263,263,259,FL20201111,20201111,FL,nan,,17300
277,922,255,123,123,123,KY20201030,20201030,KY,241,,1476
84,621,155,107,107,107,MS20201114,20201114,MS,185,96,3540
40,315,93,63,63,63,WV20201108,20201108,WV,79,26,502
92,949,252,79,75,72,SC20200816,20200816,SC,290,188,2165
30,267,73,95,95,95,NJ20200928,20200928,NJ,101,34,14316
25,194,34,31,31,31,WY20201113,20201113,WY,nan,,127
,,,0,0,0,MI20200317,,,,,
58,442,269,71,83,72,AR20200809,20200809,AR,nan,117,544
,,,0,0,0,WA20200516,20200516,WA,52,70,1000
,,,0,0,0,NJ20200406,20200406,NJ,1651,1513,917
0,,,1,0,0,GA20200710,20200710,GA,nan,,2965
,,,0,0,0,KY20200430,20200430,KY,178,,240
29,408,108,66,84,80,WA20200801,20200801,WA,nan,57,1592
,,,0,0,0,IN20200710,20200710,IN,227,77,2555
,,,0,0,0,MS20200308,,,,,
2,12,2,23,25,23,SD20200723,20200723,SD,nan,,121
53,591,169,59,59,59,NV20201102,20201102,NV,182,64,1784
,,,0,0,0,NH20200617,20200617,NH,nan,,330
,,,0,0,0,CO20200512,20200512,CO,nan,,1009
338,1382,374,152,152,152,OK20201118,20201118,OK,372,,1570
,,,0,0,0,ME20200524,20200524,ME,27,13,78
,,,0,0,0,AR20200325,20200325,AR,nan,,2
,,,0,0,0,MD20200528,20200528,MD,511,,2307
,,,0,0,0,CO20200502,20200502,CO,nan,,832
,,,0,0,0,TN20200413,20200413,TN,nan,,109
,,,0,0,0,NY20200424,20200424,NY,4540,3718,16162
309,1412,417,161,155,155,GA20201022,20201022,GA,nan,,7729
0,11,3,2,2,2,VI20200830,,,,,
6,11,8,26,29,28,ME20200728,20200728,ME,7,2,121
216,1697,458,130,130,130,NC20201125,20201125,NC,431,,5138
,,,0,0,0,NY20200415,20200415,NY,5205,4325,11586
196,1448,436,137,137,136,TN20201028,20201028,TN,415,166,3241
80,776,240,62,62,62,NV20201108,20201108,NV,206,89,1851
,,,0,0,0,WA20200323,20200323,WA,nan,,110
,,,0,0,0,MN20200702,20200702,MN,123,,1458
,,,0,0,0,MD20200502,20200502,MD,566,,1156
442,1938,408,148,145,145,WI20201107,20201107,WI,373,,2301
,,,0,0,0,NM20200416,20200416,NM,nan,,44
,,,0,0,0,CO20200326,20200326,CO,nan,,24
,1,,0,27,0,OK20200602,20200602,OK,45,,339
,,,0,0,0,OH20200423,20200423,OH,481,333,656
23,127,32,22,22,22,AK20201122,20201122,AK,nan,17,102
0,3,0,1,1,1,NY20200604,20200604,NY,832,534,24133
,,,0,0,0,OH20200509,20200509,OH,387,241,1331
88,792,240,155,151,139,IL20200813,20200813,IL,383,127,7696
,175,,0,34,0,NV20200704,20200704,NV,205,97,530
11,80,20,47,50,48,ND20200807,20200807,ND,nan,,110
103,1257,144,213,221,221,LA20201112,20201112,LA,nan,59,5863
110,791,235,188,156,144,IL20200821,20200821,IL,351,121,7857
87,663,225,101,90,72,AZ20200827,20200827,AZ,311,176,4929
3,13,9,24,28,25,ME20200721,20200721,ME,8,4,118
,,,0,0,0,CT20200328,20200328,CT,nan,,33
,,,0,0,0,MA20200523,20200523,MA,610,,6304
29,178,81,35,38,35,UT20200718,20200718,UT,91,,243
116,712,253,139,124,119,MO20200825,20200825,MO,nan,,1439
151,1167,411,112,115,111,TN20200731,20200731,TN,398,206,1060
0,0,0,1,1,1,RI20200515,20200515,RI,63,41,479
,,,0,0,0,DC20200413,20200413,DC,nan,,52
36,388,44,15,15,15,RI20201128,20201128,RI,37,23,1346
22,252,58,100,88,81,WA20201002,20201002,WA,nan,40,2143
,,,0,0,0,AR20200430,20200430,AR,nan,23,61
107,495,227,66,114,65,OK20200721,20200721,OK,237,,461
129,576,220,147,147,145,OK20201001,20201001,OK,220,,1035
,,,0,0,0,SC20200520,20200520,SC,nan,,407
,,,0,0,0,KY20200707,20200707,KY,110,,602
166,25,439,186,3,212,LA20200808,20200808,LA,nan,207,4089
78,370,119,138,134,133,WI20200823,20200823,WI,106,,1081
0,0,0,17,17,17,VT20201020,20201020,VT,nan,,58
13,238,52,57,57,57,PR20200806,,,,,
,,,0,0,0,WY20200404,20200404,WY,nan,,0
19,157,37,79,78,75,MA20200813,20200813,MA,61,26,8790
,,,0,0,0,MI20200609,20200609,MI,245,150,5698
,,,0,0,0,DC20200522,20200522,DC,112,73,418
104,581,213,105,103,95,AR20201015,20201015,AR,nan,106,1645
30,208,85,99,84,79,CO20200821,20200821,CO,nan,,1910
7,37,9,11,7,7,DE20200817,20200817,DE,7,,593
,,,0,0,0,SD20200625,20200625,SD,nan,,87
26,260,76,129,123,122,MN20200820,20200820,MN,92,,1745
,,,0,0,0,KY20200611,20200611,KY,81,,493
14,114,35,34,40,38,OR20200716,20200716,OR,52,29,249
,,,0,0,0,KS20200416,20200416,KS,8,14,80
60,429,113,59,58,58,MD20201014,20201014,MD,113,,3877
33,292,42,67,67,67,PR20201027,,,,,
2,14,10,18,29,29,WY20200724,20200724,WY,nan,,25
,,,0,0,0,KS20200311,,,,,
,,,0,0,0,NY20200405,20200405,NY,4376,3791,4159
67,446,130,97,97,97,NE20201027,20201027,NE,nan,,620
424,2130,462,149,147,147,WI20201121,20201121,WI,441,,3005
,,,0,0,0,NM20200410,20200410,NM,nan,,19
,,,0,0,0,FL20200514,20200514,FL,nan,,1875
0,994,303,61,62,61,NV20200727,20200727,NV,310,184,739
,,,0,0,0,UT20200604,20200604,UT,58,,117
,,,0,0,0,WY20200627,20200627,WY,nan,,20
0,2,0,1,1,1,NY20200707,20200707,NY,160,103,24924
91,952,206,155,162,147,PA20200801,20200801,PA,nan,89,7204
,,,0,0,0,NM20200523,20200523,NM,nan,,308
,,,0,0,0,NC20200320,,,,,
,,,0,0,0,MA20200427,20200427,MA,1089,,3003
9,53,9,30,30,30,NH20201107,20201107,NH,nan,,489
69,478,96,53,49,48,MD20200818,20200818,MD,102,,3511
111,624,201,146,155,149,PA20200729,20200729,PA,nan,104,7162
,,,0,0,0,VA20200312,,,,,
,,,0,0,0,AL20200603,20200603,AL,nan,,651
129,776,190,54,54,54,MD20201110,20201110,MD,176,,4084
9,65,13,25,25,25,HI20201028,20201028,HI,nan,,213
64,454,106,63,63,63,OR20201124,20201124,OR,113,43,847
,,,0,0,0,WV20200608,20200608,WV,9,4,84
,,,0,0,0,NJ20200508,20200508,NJ,1416,1054,8952
,,,0,0,0,CT20200517,20200517,CT,nan,,3408
,65,,0,31,0,NV20200528,20200528,NV,123,55,408
72,664,183,87,78,77,VA20200825,20200825,VA,273,144,2494
28,12,6,30,28,28,NH20200817,20200817,NH,nan,,423
15,252,29,15,15,15,RI20201112,20201112,RI,28,17,1250
,,,0,0,0,PA20200331,20200331,PA,nan,,63
,,,0,0,0,KS20200413,20200413,KS,5,6,62
,,,0,0,0,MT20200310,,,,,
,,,0,0,0,OR20200521,20200521,OR,27,12,145
24,303,99,96,92,90,NE20201011,20201011,NE,nan,,519
255,1363,399,160,151,151,GA20201016,20201016,GA,nan,,7556
,,,0,0,0,MA20200520,20200520,MA,675,,6066
,,,0,0,0,KY20200508,20200508,KY,210,,298
,,,0,0,0,SD20200416,20200416,SD,nan,,7
244,1599,458,115,115,115,AL20201128,20201128,AL,nan,,3572
18,203,21,15,15,15,RI20201104,20201104,RI,21,11,1214
33,424,129,132,143,141,MI20200805,20200805,MI,243,132,6221
124,757,194,101,101,101,MS20201117,20201117,MS,201,93,3581
16,67,25,48,45,44,NM20200826,20200826,NM,nan,,755
52,340,68,32,32,32,CT20201030,20201030,CT,nan,,4616
158,922,301,127,122,119,NC20201008,20201008,NC,296,,3722
,,,0,0,0,CT20200324,20200324,CT,nan,,12
111,917,382,100,89,70,AZ20200818,20200818,AZ,427,260,4529
,,,0,0,0,PA20200516,20200516,PA,nan,408,4403
215,1435,405,106,106,106,AL20201124,20201124,AL,nan,,3472
283,2148,376,79,79,79,NJ20201116,20201116,NJ,458,155,14779
,,,0,0,0,MA20200601,20200601,MA,404,289,7035
1,1,0,8,9,9,VT20200803,20200803,VT,nan,,57
,,,0,0,0,NE20200306,,,,,
,,,0,0,0,MO20200606,20200606,MO,nan,79,809
5,32,10,23,19,17,AK20201005,20201005,AK,nan,6,58
10,25,,4,9,0,AZ20200429,20200429,AZ,312,191,304
,,,0,0,0,TN20200425,20200425,TN,nan,,178
,,,0,0,0,MN20200604,20200604,MN,244,,1115
6,58,16,26,26,26,HI20201126,20201126,HI,nan,,237
,,,0,0,0,AR20200504,20200504,AR,nan,16,80
,,,0,0,0,WA20200310,,,,,
31,300,86,101,120,119,MN20200810,20200810,MN,105,,1660
67,434,321,76,80,70,AR20200813,20200813,AR,nan,112,582
1,9,0,39,39,39,ME20201023,20201023,ME,0,0,146
,,,0,0,0,NM20200627,20200627,NM,nan,,491
,,,0,0,0,KS20200606,20200606,KS,25,11,232
,,,0,0,0,OH20200505,20200505,OH,401,282,1135
27,328,86,68,78,70,WA20200808,20200808,WA,nan,60,1688
716,8795,2959,515,519,508,TX20200802,20200802,TX,nan,,6837
,,,0,0,0,KS20200605,20200605,KS,33,10,232
,,,0,0,0,NH20200503,20200503,NH,nan,,86
,,,0,0,0,IL20200404,20200404,IL,nan,,243
536,3565,975,412,408,408,CA20201113,20201113,CA,931,,18137
,,,0,0,0,NJ20200518,20200518,NJ,995,789,10435
,,,0,0,0,ID20200613,20200613,ID,5,,87
,,,0,0,0,VA20200405,20200405,VA,nan,,52
,,,0,0,0,ME20200618,20200618,ME,10,4,102
,,,0,0,0,FL20200325,20200325,FL,nan,,22
50,680,255,69,80,65,AR20200801,20200801,AR,nan,104,458
4,14,5,27,27,27,WY20200830,20200830,WY,nan,,37
0,23,4,21,7,6,HI20200719,20200719,HI,nan,,24
14,103,40,39,56,55,WV20200729,20200729,WV,40,13,112
,,,0,0,0,PA20200704,20200704,PA,nan,97,6749
,,,0,0,0,NC20200605,20200605,NC,nan,,966
,,,0,0,0,UT20200429,20200429,UT,nan,,45
,,,0,0,0,MD20200509,20200509,MD,575,,1510
,,,0,0,0,DE20200519,20200519,DE,40,,304
,,,0,0,0,NC20200517,20200517,NC,nan,,659
370,1780,508,171,171,171,GA20201113,20201113,GA,nan,,8418
12,84,21,13,13,10,DC20200809,20200809,DC,17,8,591
,,,0,0,0,ME20200525,20200525,ME,27,13,78
11,137,35,45,50,47,OR20200803,20200803,OR,46,26,328
,,,0,0,0,KY20200420,20200420,KY,nan,,154
,,,0,0,0,MT20200630,20200630,MT,nan,,22
,,,0,0,0,ME20200624,20200624,ME,12,6,103
,,,0,0,0,ID20200503,20200503,ID,nan,,64
,,,0,0,0,MT20200512,20200512,MT,nan,,16
14,272,28,15,15,15,RI20201114,20201114,RI,27,14,1254
146,1176,240,180,180,180,NY20201029,20201029,NY,237,114,25792
,2,,0,25,0,OK20200611,20200611,OK,55,,357
165,1455,319,61,61,61,NV20201128,20201128,NV,317,162,2119
1,12,7,37,34,33,ME20201002,20201002,ME,2,1,142
128,325,110,96,96,93,KY20200729,20200729,KY,112,,724
84,1174,185,212,220,220,LA20201107,20201107,LA,nan,81,5787
,,,0,0,0,IN20200316,20200316,IN,nan,,1
,,,0,0,0,TX20200527,20200527,TX,nan,,1562
,,,0,0,0,MD20200619,20200619,MD,261,,2901
,,,0,0,0,MD20200501,20200501,MD,568,,1098
10,88,16,9,11,11,DC20200730,20200730,DC,17,7,584
,,,0,0,0,MA20200328,20200328,MA,nan,,44
159,995,253,149,149,149,KS20201119,20201119,KS,253,95,1326
,,,0,0,0,SD20200330,20200330,SD,nan,,1
0,,,12,0,0,HI20200603,20200603,HI,nan,,17
,,,0,0,0,VA20200608,20200608,VA,308,160,1477
106,920,252,221,203,194,PA20201016,20201016,PA,nan,80,8457
,5,,0,28,0,OK20200626,20200626,OK,115,,377
102,828,270,104,96,73,AZ20200822,20200822,AZ,363,209,4756
12,140,29,12,12,12,DE20201103,20201103,DE,25,,712
,,,0,0,0,MI20200424,20200424,MI,nan,,3085
24,274,61,32,31,31,CT20201025,20201025,CT,nan,,4577
,,,0,0,0,WY20200316,,,,,
63,457,308,91,85,75,AR20200822,20200822,AR,nan,108,674
23,120,45,54,49,44,UT20200829,20200829,UT,48,,407
,,,0,0,0,WV20200614,20200614,WV,8,2,88
86,722,173,211,187,178,PA20201007,20201007,PA,nan,80,8272
127,1594,490,54,100,100,AL20200729,20200729,AL,nan,,1489
,,,0,0,0,WI20200521,20200521,WI,126,,487
,,,0,0,0,RI20200311,,,,,
23,228,28,16,16,16,DE20201127,20201127,DE,31,,763
782,5187,1311,412,410,409,CA20201121,20201121,CA,1227,,18643
,,,0,0,0,OH20200702,20200702,OH,244,128,2903
,,,0,0,0,ND20200429,20200429,ND,nan,,19
10,60,14,22,22,21,AK20201022,20201022,AK,nan,5,68
,,,0,0,0,MT20200626,20200626,MT,nan,,22
,,,0,0,0,MS20200325,20200325,MS,nan,,2
1010,8532,2350,582,582,582,TX20201123,20201123,TX,nan,,20588
,,,0,0,0,OR20200416,20200416,OR,51,28,64
,,,0,0,0,NH20200501,20200501,NH,nan,,81
326,1467,435,170,170,170,GA20201104,20201104,GA,nan,,8072
,,,0,0,0,SD20200517,20200517,SD,nan,,44
,,,0,0,0,IL20200320,20200320,IL,nan,,5
37,206,50,102,102,102,MA20201001,20201001,MA,84,32,9480
,,,0,0,0,KY20200703,20200703,KY,99,,585
0,2,1,2,2,2,VI20201009,,,,,
,,,0,0,0,MO20200620,20200620,MO,nan,66,955
45,261,73,51,51,51,ID20201023,20201023,ID,75,,562
,,,0,0,0,CT20200401,20200401,CT,nan,,85
,,,0,0,0,DE20200607,20200607,DE,20,,398
0,,,10,0,0,HI20200601,20200601,HI,nan,,17
,,,0,0,0,AR20200406,20200406,AR,nan,22,16
17,186,37,28,43,41,ID20200808,20200808,ID,32,,235
,,,0,0,0,AK20200411,20200411,AK,nan,,8
,,,0,0,0,ME20200306,,,,,
,,,0,0,0,ID20200516,20200516,ID,nan,,73
,,,0,0,0,WY20200712,20200712,WY,nan,,21
0,2,0,1,1,1,MS20200710,20200710,MS,205,103,1215
,,,0,0,0,PA20200421,20200421,PA,nan,667,1564
