previous_day_admission_adult_covid_confirmed,total_adult_patients_hospitalized_confirmed_covid,staffed_icu_adult_patients_confirmed_covid,previous_day_admission_adult_covid_confirmed_coverage,total_adult_patients_hospitalized_confirmed_covid_coverage,staffed_icu_adult_patients_confirmed_covid_coverage,state_and_date,date,state,inIcuCurrently,onVentilatorCurrently,deathIncrease
31,270,61,30,30,30,NH20201226,20201226,NH,,,11
346,3533,677,96,96,96,NJ20201226,20201226,NJ,724,478,18
136,700,196,55,55,55,NM20201226,20201226,NM,,,9
145,1841,430,63,63,63,NV20201226,20201226,NV,442,298,1
935,7381,1218,205,205,205,NY20201226,20201226,NY,1129,638,126
426,4386,1082,231,231,231,OH20201226,20201226,OH,1082,694,20
320,1888,516,152,152,152,OK20201226,20201226,OK,451,,29
53,460,92,64,64,64,OR20201226,20201226,OR,109,59,7
569,6070,1278,228,228,228,PA20201226,20201226,PA,1161,769,26
21,386,81,68,68,68,PR20201226,20201226,PR,82,80,0
21,412,55,15,15,15,RI20201226,20201226,RI,49,35,10
208,1708,360,87,87,87,SC20201226,20201226,SC,357,176,81
17,258,58,65,65,65,SD20201226,20201226,SD,65,41,16
258,2870,772,115,115,115,TN20201226,20201226,TN,773,460,12
1292,10835,2933,590,590,590,TX20201226,20201226,TX,2856,,13
53,478,154,59,59,59,UT20201226,20201226,UT,172,,8
230,2127,507,107,107,107,VA20201226,20201226,VA,548,299,20
1,2,2,2,2,2,VI20201226,20201226,VI,,,0
3,22,3,17,17,17,VT20201226,20201226,VT,3,,1
118,1021,227,105,105,105,WA20201226,20201226,WA,243,108,0
211,1162,268,148,146,146,WI20201226,20201226,WI,260,,4
73,745,190,63,63,63,WV20201226,20201226,WV,188,79,6
17,119,31,31,31,31,WY20201226,20201226,WY,,,0
4,64,15,24,24,24,AK20201225,20201225,AK,,14,0
364,2592,701,116,116,116,AL20201225,20201225,AL,,,4
136,990,315,109,109,109,AR20201225,20201225,AR,364,183,32
475,3819,925,123,123,123,AZ20201225,20201225,AZ,976,636,115
2148,19001,4120,416,415,415,CA20201225,20201225,CA,4035,,312
147,1133,344,104,104,104,CO20201225,20201225,CO,,,36
153,1144,219,40,40,40,CT20201225,20201225,CT,,,0
30,263,63,14,14,14,DC20201225,20201225,DC,72,33,0
55,456,64,16,16,16,DE20201225,20201225,DE,62,,3
849,5620,1197,268,268,268,FL20201225,20201225,FL,,,0
674,3949,983,170,170,170,GA20201225,20201225,GA,,,49
10,79,13,26,26,26,HI20201225,20201225,HI,11,10,0
69,560,118,126,126,126,IA20201225,20201225,IA,121,69,5
37,358,101,52,52,52,ID20201225,20201225,ID,106,,25
392,3631,828,206,206,206,IL20201225,20201225,IL,928,538,194
458,2468,641,165,165,165,IN20201225,20201225,IN,633,369,40
107,862,249,150,150,150,KS20201225,20201225,KS,255,119,0
408,1483,380,124,124,124,KY20201225,20201225,KY,413,222,0
196,2250,462,216,221,221,LA20201225,20201225,LA,,199,0
280,1784,412,102,102,102,MA20201225,20201225,MA,409,232,0
215,1571,397,59,59,59,MD20201225,20201225,MD,424,,32
16,191,60,39,39,39,ME20201225,20201225,ME,46,19,2
291,2544,684,162,162,162,MI20201225,20201225,MI,738,416,0
93,919,226,140,140,140,MN20201225,20201225,MN,238,,0
241,2282,661,140,140,140,MO20201225,20201225,MO,685,366,14
129,1119,290,109,109,109,MS20201225,20201225,MS,339,195,6
31,190,44,67,67,67,MT20201225,20201225,MT,46,21,0
349,2841,747,132,132,132,NC20201225,20201225,NC,696,,0
13,184,46,50,50,50,ND20201225,20201225,ND,21,,0
44,490,136,101,101,101,NE20201225,20201225,NE,,,7
35,272,61,30,30,30,NH20201225,20201225,NH,,,0
381,3456,705,96,96,96,NJ20201225,20201225,NJ,753,524,51
130,687,201,55,55,55,NM20201225,20201225,NM,,,35
144,1799,433,63,63,63,NV20201225,20201225,NV,442,298,27
998,7069,1189,205,205,205,NY20201225,20201225,NY,1148,621,121
551,4421,1060,231,231,231,OH20201225,20201225,OH,1124,683,0
356,1836,519,152,152,152,OK20201225,20201225,OK,451,,0
43,447,93,64,64,64,OR20201225,20201225,OR,109,59,12
643,5991,1283,228,228,228,PA20201225,20201225,PA,1196,737,139
21,407,79,68,68,68,PR20201225,20201225,PR,87,90,9
34,406,55,15,15,15,RI20201225,20201225,RI,49,35,7
210,1585,351,87,87,87,SC20201225,20201225,SC,365,177,0
19,241,57,65,65,65,SD20201225,20201225,SD,68,36,0
299,2783,754,114,114,114,TN20201225,20201225,TN,757,451,0
1393,10681,2923,590,590,590,TX20201225,20201225,TX,2856,,200
63,461,159,59,59,59,UT20201225,20201225,UT,180,,0
247,2112,491,107,107,107,VA20201225,20201225,VA,518,291,29
0,1,2,2,2,2,VI20201225,20201225,VI,,,0
3,23,5,17,17,17,VT20201225,20201225,VT,6,,0
79,984,218,105,105,105,WA20201225,20201225,WA,243,108,22
198,1139,265,148,147,147,WI20201225,20201225,WI,260,,6
83,737,195,63,63,63,WV20201225,20201225,WV,181,77,19
20,121,31,31,31,31,WY20201225,20201225,WY,,,0
11,88,20,24,24,24,AK20201224,20201224,AK,,14,2
432,2620,698,115,115,115,AL20201224,20201224,AL,,,89
172,1057,314,108,108,108,AR20201224,20201224,AR,360,178,30
529,3843,924,123,123,123,AZ20201224,20201224,AZ,965,620,115
2264,19111,4027,416,415,415,CA20201224,20201224,CA,4069,,351
167,1200,361,104,104,104,CO20201224,20201224,CO,,,88
120,1197,231,40,40,40,CT20201224,20201224,CT,,,55
29,266,63,14,14,14,DC20201224,20201224,DC,72,33,5
40,450,63,16,16,16,DE20201224,20201224,DE,60,,16
943,5720,1184,268,268,268,FL20201224,20201224,FL,,,122
687,3924,1052,170,170,170,GA20201224,20201224,GA,,,63
12,76,13,26,26,26,HI20201224,20201224,HI,14,11,0
101,594,121,126,126,126,IA20201224,20201224,IA,127,70,71
46,357,97,52,52,52,ID20201224,20201224,ID,106,,11
512,3876,851,206,206,206,IL20201224,20201224,IL,944,518,118
354,2555,658,165,165,165,IN20201224,20201224,IN,633,369,85
138,942,264,150,150,150,KS20201224,20201224,KS,255,119,0
432,1557,402,124,124,124,KY20201224,20201224,KY,413,222,0
216,2307,453,216,221,221,LA20201224,20201224,LA,,199,46
280,1796,406,102,102,102,MA20201224,20201224,MA,409,232,76
210,1624,396,59,59,59,MD20201224,20201224,MD,426,,59
15,203,52,39,39,39,ME20201224,20201224,ME,46,19,6
319,2670,693,162,162,162,MI20201224,20201224,MI,738,416,0
110,996,236,140,140,140,MN20201224,20201224,MN,238,,79
260,2392,677,140,140,140,MO20201224,20201224,MO,667,349,39
196,1175,293,108,108,108,MS20201224,20201224,MS,339,195,23
35,213,48,67,67,67,MT20201224,20201224,MT,47,19,2
435,2848,723,132,132,132,NC20201224,20201224,NC,696,,0
20,199,50,50,50,50,ND20201224,20201224,ND,21,,18
46,533,150,101,101,101,NE20201224,20201224,NE,,,40
44,278,62,30,30,30,NH20201224,20201224,NH,,,13
416,3614,720,96,96,96,NJ20201224,20201224,NJ,749,524,78
153,695,189,55,55,55,NM20201224,20201224,NM,,,29
172,1864,449,63,63,63,NV20201224,20201224,NV,458,287,45
997,7123,1189,205,205,205,NY20201224,20201224,NY,1160,621,133
595,4640,1139,231,231,231,OH20201224,20201224,OH,1124,683,95
352,1863,507,152,152,152,OK20201224,20201224,OK,477,,45
66,472,91,64,64,64,OR20201224,20201224,OR,125,67,21
685,6173,1310,228,228,228,PA20201224,20201224,PA,1219,743,276
34,439,80,68,68,68,PR20201224,20201224,PR,90,88,15
39,418,50,15,15,15,RI20201224,20201224,RI,49,35,11
190,1589,346,87,87,87,SC20201224,20201224,SC,365,177,15
29,258,62,65,65,65,SD20201224,20201224,SD,68,36,41
386,2911,753,115,115,115,TN20201224,20201224,TN,813,471,51
1548,10798,2867,590,590,590,TX20201224,20201224,TX,2865,,308
83,503,158,59,59,59,UT20201224,20201224,UT,180,,8
262,2069,496,107,107,107,VA20201224,20201224,VA,530,294,31
0,2,2,2,2,2,VI20201224,20201224,VI,,,0
5,25,6,17,17,17,VT20201224,20201224,VT,6,,3
130,1015,224,105,105,105,WA20201224,20201224,WA,263,105,31
232,1216,279,148,146,146,WI20201224,20201224,WI,260,,66
88,744,187,63,63,63,WV20201224,20201224,WV,170,75,34
15,147,36,31,31,31,WY20201224,20201224,WY,,,0
13,88,19,24,24,24,AK20201223,20201223,AK,,15,3
512,2640,687,117,117,117,AL20201223,20201223,AL,,,135
147,1045,312,108,108,108,AR20201223,20201223,AR,340,174,38
555,3868,913,123,123,123,AZ20201223,20201223,AZ,972,673,54
2399,18952,4043,416,415,415,CA20201223,20201223,CA,3955,,361
208,1250,398,104,104,104,CO20201223,20201223,CO,,,93
154,1240,240,40,40,40,CT20201223,20201223,CT,,,33
34,282,68,14,14,14,DC20201223,20201223,DC,76,27,7
51,468,62,16,16,16,DE20201223,20201223,DE,64,,0
880,5745,1191,268,268,268,FL20201223,20201223,FL,,,121
737,3826,1000,170,170,170,GA20201223,20201223,GA,,,56
12,72,15,26,26,26,HI20201223,20201223,HI,14,11,3
99,619,128,126,126,126,IA20201223,20201223,IA,139,71,15
38,384,97,52,52,52,ID20201223,20201223,ID,87,,12
500,3986,870,206,206,206,IL20201223,20201223,IL,953,536,171
356,2637,639,165,165,165,IN20201223,20201223,IN,664,364,64
152,994,262,150,150,150,KS20201223,20201223,KS,255,119,59
398,1608,404,124,124,124,KY20201223,20201223,KY,413,222,26
200,2344,477,216,221,221,LA20201223,20201223,LA,,196,68
299,1804,405,102,102,102,MA20201223,20201223,MA,409,226,83
269,1692,409,59,59,59,MD20201223,20201223,MD,419,,49
10,198,53,39,39,39,ME20201223,20201223,ME,46,19,8
353,2801,702,162,162,162,MI20201223,20201223,MI,738,416,73
135,1052,244,140,140,140,MN20201223,20201223,MN,238,,75
270,2470,701,140,140,140,MO20201223,20201223,MO,652,353,97
186,1185,291,108,108,108,MS20201223,20201223,MS,339,195,43
43,243,47,67,67,67,MT20201223,20201223,MT,50,24,19
392,2869,718,132,132,132,NC20201223,20201223,NC,696,,69
30,207,51,50,50,50,ND20201223,20201223,ND,20,,5
59,565,154,101,101,101,NE20201223,20201223,NE,,,10
45,289,69,30,30,30,NH20201223,20201223,NH,,,21
478,3709,723,96,96,96,NJ20201223,20201223,NJ,765,485,140
104,723,198,55,55,55,NM20201223,20201223,NM,,,40
180,1879,462,63,63,63,NV20201223,20201223,NV,460,312,46
1045,7138,1191,205,205,205,NY20201223,20201223,NY,1166,633,166
633,4814,1135,230,230,230,OH20201223,20201223,OH,1131,708,109
414,1879,498,153,153,153,OK20201223,20201223,OK,449,,43
53,491,95,64,64,64,OR20201223,20201223,OR,125,67,35
691,6467,1359,228,228,228,PA20201223,20201223,PA,1263,764,230
32,470,81,68,68,68,PR20201223,20201223,PR,86,87,17
39,420,50,15,15,15,RI20201223,20201223,RI,49,35,26
245,1612,349,87,87,87,SC20201223,20201223,SC,355,142,52
23,270,64,65,65,65,SD20201223,20201223,SD,70,39,8
377,3000,797,117,117,117,TN20201223,20201223,TN,783,438,111
1555,10711,2881,590,590,590,TX20201223,20201223,TX,2874,,294
74,530,171,59,59,59,UT20201223,20201223,UT,198,,23
253,2128,496,107,107,107,VA20201223,20201223,VA,532,290,55
0,3,2,2,2,2,VI20201223,20201223,VI,,,0
5,35,7,17,17,17,VT20201223,20201223,VT,7,,5
122,1045,224,105,105,105,WA20201223,20201223,WA,195,97,25
269,1335,292,148,148,148,WI20201223,20201223,WI,260,,74
110,780,174,63,63,63,WV20201223,20201223,WV,175,78,23
31,152,33,31,31,31,WY20201223,20201223,WY,,,0
4,92,18,23,23,23,AK20201222,20201222,AK,,13,10
400,2590,667,114,114,114,AL20201222,20201222,AL,,,63
193,1043,292,97,97,97,AR20201222,20201222,AR,353,173,43
535,3790,911,110,109,109,AZ20201222,20201222,AZ,943,644,153
2358,18424,3898,382,381,381,CA20201222,20201222,CA,3861,,247
209,1236,392,97,97,97,CO20201222,20201222,CO,,,-9
162,1170,239,33,33,33,CT20201222,20201222,CT,,,27
24,279,72,14,14,14,DC20201222,20201222,DC,76,23,2
51,482,65,11,11,11,DE20201222,20201222,DE,61,,1
922,5688,1182,244,244,244,FL20201222,20201222,FL,,,76
678,3767,985,157,157,157,GA20201222,20201222,GA,,,64
11,65,13,24,24,24,HI20201222,20201222,HI,15,8,0
111,634,138,122,122,122,IA20201222,20201222,IA,140,71,64
56,411,97,49,49,49,ID20201222,20201222,ID,87,,21
498,4005,887,190,190,190,IL20201222,20201222,IL,981,557,144
377,2721,678,141,141,141,IN20201222,20201222,IN,649,356,143
189,1028,255,145,145,145,KS20201222,20201222,KS,168,92,0
391,1598,414,108,108,108,KY20201222,20201222,KY,419,223,28
232,2370,498,216,221,221,LA20201222,20201222,LA,,181,51
261,1954,404,83,83,83,MA20201222,20201222,MA,412,233,45
277,1684,401,53,53,53,MD20201222,20201222,MD,400,,48
26,199,51,38,38,38,ME20201222,20201222,ME,43,19,10
388,2852,689,159,159,159,MI20201222,20201222,MI,731,426,189
140,1082,245,131,131,131,MN20201222,20201222,MN,228,,24
356,2499,695,127,127,127,MO20201222,20201222,MO,640,354,211
192,1164,283,101,101,101,MS20201222,20201222,MS,336,192,79
45,251,49,66,66,66,MT20201222,20201222,MT,62,27,14
393,2768,703,120,120,120,NC20201222,20201222,NC,686,,51
26,218,54,48,48,48,ND20201222,20201222,ND,19,,5
62,552,147,100,100,100,NE20201222,20201222,NE,,,25
36,278,70,30,30,30,NH20201222,20201222,NH,,,0
512,3755,688,81,81,81,NJ20201222,20201222,NJ,740,492,103
113,733,204,55,55,55,NM20201222,20201222,NM,,,23
190,1925,446,61,61,61,NV20201222,20201222,NV,437,302,38
1047,7247,1186,181,181,181,NY20201222,20201222,NY,1126,614,141
754,4876,1127,203,203,203,OH20201222,20201222,OH,1160,742,130
365,1825,486,146,146,146,OK20201222,20201222,OK,481,,22
69,497,95,63,63,63,OR20201222,20201222,OR,131,59,6
731,6398,1367,200,200,200,PA20201222,20201222,PA,1236,772,231
27,490,85,68,68,68,PR20201222,20201222,PR,93,97,9
31,436,55,15,15,15,RI20201222,20201222,RI,54,38,8
217,1546,345,77,77,77,SC20201222,20201222,SC,344,170,14
27,288,69,64,64,64,SD20201222,20201222,SD,69,38,0
450,2987,786,113,113,113,TN20201222,20201222,TN,783,426,133
1585,10540,2872,589,589,589,TX20201222,20201222,TX,2767,,191
100,541,190,54,54,54,UT20201222,20201222,UT,202,,12
275,2122,490,104,104,104,VA20201222,20201222,VA,535,279,51
0,4,2,2,2,2,VI20201222,20201222,VI,,,0
4,36,9,17,17,17,VT20201222,20201222,VT,9,,1
107,1020,239,95,95,95,WA20201222,20201222,WA,272,128,2
279,1380,312,144,144,144,WI20201222,20201222,WI,281,,128
97,785,182,63,63,63,WV20201222,20201222,WV,175,75,42
28,145,27,30,30,30,WY20201222,20201222,WY,,,22
8,98,15,23,23,23,AK20201221,20201221,AK,,13,0
350,2542,663,107,107,107,AL20201221,20201221,AL,,,0
139,991,300,92,92,92,AR20201221,20201221,AR,348,174,58
520,3662,893,104,104,104,AZ20201221,20201221,AZ,904,628,1
2100,17893,3833,382,381,381,CA20201221,20201221,CA,3756,,83
118,1257,396,95,95,95,CO20201221,20201221,CO,,,10
122,1168,238,33,33,33,CT20201221,20201221,CT,,,95
65,285,76,14,14,14,DC20201221,20201221,DC,79,27,5
55,459,60,10,10,10,DE20201221,20201221,DE,67,,9
811,5501,1130,232,232,232,FL20201221,20201221,FL,,,115
584,3588,963,155,155,155,GA20201221,20201221,GA,,,16
6,58,16,24,24,24,HI20201221,20201221,HI,15,8,0
71,639,140,122,122,122,IA20201221,20201221,IA,142,72,0
42,418,107,48,48,48,ID20201221,20201221,ID,118,,5
434,4015,898,190,190,190,IL20201221,20201221,IL,981,546,120
303,2675,656,140,140,140,IN20201221,20201221,IN,665,345,34
134,1030,249,141,141,141,KS20201221,20201221,KS,168,92,107
403,1581,420,105,105,105,KY20201221,20201221,KY,411,231,15
181,2367,449,216,221,221,LA20201221,20201221,LA,,174,65
189,1644,408,79,79,79,MA20201221,20201221,MA,410,215,42
208,1624,399,52,52,52,MD20201221,20201221,MD,399,,23
13,178,51,37,37,37,ME20201221,20201221,ME,44,18,1
300,2875,676,159,159,159,MI20201221,20201221,MI,711,436,79
113,1066,234,131,131,131,MN20201221,20201221,MN,237,,22
282,2433,678,125,125,125,MO20201221,20201221,MO,653,351,10
146,1130,284,101,101,101,MS20201221,20201221,MS,326,189,2
38,254,63,66,66,66,MT20201221,20201221,MT,64,31,16
332,2721,689,119,119,119,NC20201221,20201221,NC,659,,16
24,227,54,47,47,47,ND20201221,20201221,ND,18,,2
56,571,156,100,100,100,NE20201221,20201221,NE,,,11
39,284,63,29,29,29,NH20201221,20201221,NH,,,0
380,3657,702,78,78,78,NJ20201221,20201221,NJ,727,481,29
97,731,209,53,53,53,NM20201221,20201221,NM,,,9
145,1896,442,60,60,60,NV20201221,20201221,NV,437,297,6
814,6787,1174,180,180,180,NY20201221,20201221,NY,1095,613,111
608,4830,1177,201,201,201,OH20201221,20201221,OH,1126,792,75
312,1833,486,145,145,145,OK20201221,20201221,OK,455,,6
60,517,101,63,63,63,OR20201221,20201221,OR,116,66,1
620,6355,1312,200,200,200,PA20201221,20201221,PA,1217,738,57
31,414,87,63,63,63,PR20201221,20201221,PR,94,104,14
36,444,62,15,15,15,RI20201221,20201221,RI,57,36,11
199,1457,324,70,70,70,SC20201221,20201221,SC,324,165,27
24,297,70,63,63,63,SD20201221,20201221,SD,70,31,20
356,2966,782,115,115,115,TN20201221,20201221,TN,789,415,65
1373,10257,2815,587,587,587,TX20201221,20201221,TX,2767,,67
68,522,188,53,53,53,UT20201221,20201221,UT,195,,6
214,2070,491,97,97,97,VA20201221,20201221,VA,530,282,4
0,4,2,2,2,2,VI20201221,20201221,VI,,,0
8,30,8,17,17,17,VT20201221,20201221,VT,6,,0
92,1033,240,95,95,95,WA20201221,20201221,WA,258,137,0
263,1407,306,144,144,144,WI20201221,20201221,WI,272,,8
86,770,183,59,59,59,WV20201221,20201221,WV,167,71,1
18,153,29,30,30,30,WY20201221,20201221,WY,,,0
9,102,19,24,24,24,AK20201220,20201220,AK,,13,0
358,2473,659,114,114,114,AL20201220,20201220,AL,,,0
153,1007,296,111,111,111,AR20201220,20201220,AR,345,177,46
454,3606,859,124,124,124,AZ20201220,20201220,AZ,885,595,34
2070,17221,3689,418,417,417,CA20201220,20201220,CA,3710,,161
139,1307,398,104,104,104,CO20201220,20201220,CO,,,29
119,1169,250,40,40,40,CT20201220,20201220,CT,,,0
18,258,75,14,14,14,DC20201220,20201220,DC,72,26,7
42,454,63,16,16,16,DE20201220,20201220,DE,66,,4
748,5375,1116,268,268,268,FL20201220,20201220,FL,,,97
534,3494,930,170,170,170,GA20201220,20201220,GA,,,2
6,59,16,26,26,26,HI20201220,20201220,HI,14,7,1
69,631,142,126,126,126,IA20201220,20201220,IA,149,79,56
41,423,106,52,52,52,ID20201220,20201220,ID,118,,0
444,4004,920,204,204,204,IL20201220,20201220,IL,991,546,81
333,2642,673,166,166,166,IN20201220,20201220,IN,660,343,66
139,1032,243,150,150,150,KS20201220,20201220,KS,189,92,0
389,1560,406,124,124,124,KY20201220,20201220,KY,403,226,26
191,2301,456,216,221,221,LA20201220,20201220,LA,,169,48
286,1696,407,102,102,102,MA20201220,20201220,MA,387,205,60
196,1624,384,59,59,59,MD20201220,20201220,MD,406,,36
14,169,50,39,39,39,ME20201220,20201220,ME,49,18,0
268,2857,685,163,163,163,MI20201220,20201220,MI,758,466,0
106,1070,248,140,140,140,MN20201220,20201220,MN,270,,70
233,2364,662,140,140,140,MO20201220,20201220,MO,635,355,33
163,1102,280,109,109,109,MS20201220,20201220,MS,308,188,19
26,261,64,67,67,67,MT20201220,20201220,MT,61,35,1
320,2586,672,132,132,132,NC20201220,20201220,NC,629,,40
15,228,54,50,50,50,ND20201220,20201220,ND,18,,6
45,569,161,101,101,101,NE20201220,20201220,NE,,,5
42,270,58,30,30,30,NH20201220,20201220,NH,,,6
380,3493,687,96,96,96,NJ20201220,20201220,NJ,707,474,21
107,737,199,54,54,54,NM20201220,20201220,NM,,,16
191,1942,447,63,63,63,NV20201220,20201220,NV,434,286,30
846,6551,1100,205,205,205,NY20201220,20201220,NY,1045,600,124
532,4782,1138,230,230,230,OH20201220,20201220,OH,1126,792,16
332,1768,474,153,153,153,OK20201220,20201220,OK,455,,23
64,515,104,65,65,65,OR20201220,20201220,OR,116,66,36
664,6328,1339,228,228,228,PA20201220,20201220,PA,1230,720,99
42,418,89,63,63,63,PR20201220,20201220,PR,94,101,26
27,439,59,15,15,15,RI20201220,20201220,RI,56,29,15
179,1418,318,87,87,87,SC20201220,20201220,SC,313,159,40
15,311,70,65,65,65,SD20201220,20201220,SD,66,36,11
298,2847,795,114,114,114,TN20201220,20201220,TN,765,398,111
1328,10021,2793,590,590,590,TX20201220,20201220,TX,2777,,122
88,533,184,59,59,59,UT20201220,20201220,UT,201,,7
201,2051,469,108,108,108,VA20201220,20201220,VA,517,272,7
0,3,2,2,2,2,VI20201220,20201220,VI,,,0
3,26,8,17,17,17,VT20201220,20201220,VT,6,,3
98,1022,234,105,105,105,WA20201220,20201220,WA,258,137,0
251,1344,322,149,147,147,WI20201220,20201220,WI,292,,21
65,733,169,63,63,63,WV20201220,20201220,WV,174,79,6
18,157,31,31,31,31,WY20201220,20201220,WY,,,0
11,100,18,24,24,24,AK20201219,20201219,AK,,13,1
362,2480,640,115,115,115,AL20201219,20201219,AL,,,93
159,1004,295,111,111,111,AR20201219,20201219,AR,345,177,52
458,3524,832,124,124,124,AZ20201219,20201219,AZ,939,612,118
2193,16855,3652,418,417,417,CA20201219,20201219,CA,3620,,272
186,1324,423,104,104,104,CO20201219,20201219,CO,,,80
161,1174,241,40,40,40,CT20201219,20201219,CT,,,0
27,259,75,14,14,14,DC20201219,20201219,DC,81,48,2
45,442,62,16,16,16,DE20201219,20201219,DE,59,,4
756,5203,1105,268,268,268,FL20201219,20201219,FL,,,74
500,3411,899,170,170,170,GA20201219,20201219,GA,,,49
12,62,18,26,26,26,HI20201219,20201219,HI,14,7,0
92,628,150,126,126,126,IA20201219,20201219,IA,140,77,82
56,434,106,52,52,52,ID20201219,20201219,ID,118,,16
462,3978,928,204,204,204,IL20201219,20201219,IL,1000,562,120
377,2599,663,166,166,166,IN20201219,20201219,IN,673,358,73
172,1018,242,150,150,150,KS20201219,20201219,KS,189,92,0
382,1569,385,124,124,124,KY20201219,20201219,KY,438,253,27
224,2262,452,216,221,221,LA20201219,20201219,LA,,179,0
284,1640,384,102,102,102,MA20201219,20201219,MA,383,196,47
234,1588,385,59,59,59,MD20201219,20201219,MD,385,,54
17,173,49,39,39,39,ME20201219,20201219,ME,46,17,11
338,2886,716,163,163,163,MI20201219,20201219,MI,758,466,206
135,1070,249,140,140,140,MN20201219,20201219,MN,270,,57
275,2389,649,140,140,140,MO20201219,20201219,MO,598,329,51
163,1067,271,109,109,109,MS20201219,20201219,MS,308,188,36
47,268,62,67,67,67,MT20201219,20201219,MT,63,38,10
330,2596,656,132,132,132,NC20201219,20201219,NC,634,,59
25,237,55,50,50,50,ND20201219,20201219,ND,17,,0
60,583,162,101,101,101,NE20201219,20201219,NE,,,17
47,243,53,30,30,30,NH20201219,20201219,NH,,,12
437,3460,673,96,96,96,NJ20201219,20201219,NJ,687,471,49
137,766,207,54,53,53,NM20201219,20201219,NM,,,27
168,1885,443,63,63,63,NV20201219,20201219,NV,434,286,43
990,6344,1074,205,205,205,NY20201219,20201219,NY,1088,610,130
697,4860,1136,230,230,230,OH20201219,20201219,OH,1124,797,64
335,1764,452,153,153,153,OK20201219,20201219,OK,455,,28
65,531,102,65,65,65,OR20201219,20201219,OR,120,62,21
724,6300,1324,228,228,228,PA20201219,20201219,PA,1204,734,217
29,476,90,68,68,68,PR20201219,20201219,PR,97,106,9
26,415,57,15,15,15,RI20201219,20201219,RI,56,29,19
183,1371,315,87,87,87,SC20201219,20201219,SC,311,148,23
34,310,68,65,65,65,SD20201219,20201219,SD,72,42,21
337,2845,772,114,114,114,TN20201219,20201219,TN,767,400,0
